name;sku;subtitle;description;category1;category2;category3;image;ribbon;ribbonColor;weight;price;recommended_price;quantity;enabled;taxClassCode;shipping_freight;fixed_shipping_rate_only;shippingType;shippingMethodMarkup;shippingFlatRate;shippingDisabledMethods;shippingEnabledMethods;upc;brand;seo_title;seo_description;product_url;product_id
Die Gedanken sind frei;044pb-0159;Playback;"<p>Ein altes Volkslied über die Gedankenfreiheit in einer wunderschönen Version von den Minimusikern.</p><ul>
	<li><em>Tonart: A-Dur</em></li>
	<li><em>Stimmumfang: a - c#2</em></li>
	<li><em>Level: einfach</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-4. Grundschulklasse</em></li>
</ul><h5>Stichworte</h5><p>Gedanken, frei, Volkslied</p>";Material für deinen Musikunterricht / Playbacks;Musik für Zuhause / Playbacks;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1765818792.jpg;;;;4.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Die Gedanken sind frei |🎤Playback | minimusiker.de;..., wer kann sie erraten? ...🎵Musik für Kinder ♥ Jetzt Playback im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Die-Gedanken-sind-frei/p/253644398;253644398
Die Gedanken sind frei;044s-0158;Song;"<p>Ein altes Volkslied über die Gedankenfreiheit in einer wunderschönen Version von den Minimusikern.
</p><ul>
	<li><em>Tonart: A-Dur</em></li>
	<li><em>Stimmumfang: a - c#2</em></li>
	<li><em>Level: einfach</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-4. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/gedankenfrei.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Gedanken, frei, Volkslied
</p>";Material für deinen Musikunterricht / Songs;Musik für Zuhause / Songs;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1765843012.jpg;;;;1.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Die Gedanken sind frei |🎵Kinderlied | minimusiker.de;Wer kann sie erraten? ♥ Musik für Kinder ♥ Jetzt MP3 im Minimusiker Shop runterladen und kräftig mitsingen! ♫;https://minimusiker.de/shop/#!/Die-Gedanken-sind-frei/p/253644553;253644553
Die Gedanken sind frei;044t-0161;Text;"<p>Ein altes Volkslied über die Gedankenfreiheit in einer wunderschönen Version von den Minimusikern.
</p><ul>
	<li><em>Tonart: A-Dur</em></li>
	<li><em>Stimmumfang: a - c#2</em></li>
	<li><em>Level: einfach</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-4. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/gedankenfrei.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Gedanken, frei, Volkslied
</p>";Material für deinen Musikunterricht / Texte;Musik für Zuhause / Songtexte;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1765843200.jpg;;;;0.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Die Gedanken sind frei |📝Text | minimusiker.de;... wer kann sie erraten?🎵Musik für Kinder ♥ Jetzt kostenlose Texte im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Die-Gedanken-sind-frei/p/253644689;253644689
Die Jahresuhr;045pb-0415;Playback;"<p>Bekommt ihr schon alle Monate des Jahres zusammen? Mit diesem Lied klappt es bestimmt. Immer gern gesungen, vor allem schon im Kindergarten.</p><ul>
	<li><em>Tonart: E-Dur</em></li>
	<li><em>Stimmumfang: b - cis2</em></li>
	<li><em>Level: einfach</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-2. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.minimusiker.de/audiovorschau/jahresuhr.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Jahreszeiten, Monate, Jahresuhr</p>";Material für deinen Musikunterricht / Playbacks;Musik für Zuhause / Playbacks;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1891831355.jpg;;;;4.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Die Jahresuhr |🎤Playback | minimusiker.de;Januar, Februar, März, April. Die Jahresuhr steht niemals still🎵Musik für Kinder ♥ Jetzt Playback im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Die-Jahresuhr/p/253644462;253644462
Die Jahresuhr;045s-0414;Song;"<p>Bekommt ihr schon alle Monate des Jahres zusammen? Mit diesem Lied klappt es bestimmt. Immer gern gesungen, vor allem schon im Kindergarten.
</p><ul>
	<li><em>Tonart: E-Dur</em></li>
	<li><em>Stimmumfang: b - cis2</em></li>
	<li><em>Level: einfach</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-2. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/jahresuhr.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Jahreszeiten, Monate, Jahresuhr
</p>";Material für deinen Musikunterricht / Songs;Musik für Zuhause / Songs;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1891817633.jpg;;;;1.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Die Jahresuhr |🎵Kinderlied | minimusiker.de;Januar, Februar, März, April, die Jahresuhr steht niemals still ♥ Musik für Kinder ♥ Jetzt MP3 im Minimusiker Shop runterladen und kräftig mitsingen! ♫;https://minimusiker.de/shop/#!/Die-Jahresuhr/p/253644616;253644616
Die Vogelhochzeit;054n-0192;Noten;"<p>Eines der wohl bekanntesten Volksliedern. Es heiraten natürlich Drossel und Amsel und viele andere Vögel sind  bei der Feierlichkeit eingebunden. Kennst du sie alle?</p><ul>
	<li><em>Tonart: F-Dur</em></li>
	<li><em>Stimmumfang: e1 - c2</em></li>
	<li><em>Level: einfach</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-2. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/vogelhochzeit.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Tiere, Vögel, Hochzeit, Amsel, Drossel</p>";Material für deinen Musikunterricht / Noten+;;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1770475785.jpg;;;;2.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Die Vogelhochzeit |🎼Noten | minimusiker.de;Ein Vogel wollte Hochzeit machen, in dem grünen Walde ... 🌸Frühlingslieder für Kinder ♥ Jetzt Noten im Minimusiker Shop runterladen und selber musizieren! ♫;https://minimusiker.de/shop/#!/Die-Vogelhochzeit/p/253644270;253644270
Die Vogelhochzeit;054pb-0191;Playback;"<p>Eines der wohl bekanntesten Volksliedern. Es heiraten natürlich Drossel und Amsel und viele andere Vögel sind  bei der Feierlichkeit eingebunden. Kennst du sie alle?</p><ul>
	<li><em>Tonart: F-Dur</em></li>
	<li><em>Stimmumfang: e1 - c2</em></li>
	<li><em>Level: einfach</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-2. Grundschulklasse</em></li>
</ul><h5>Stichworte</h5><p>Tiere, Vögel, Hochzeit, Amsel, Drossel</p>";Material für deinen Musikunterricht / Playbacks;Musik für Zuhause / Playbacks;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1770477585.jpg;;;;4.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Die Vogelhochzeit |🎤Playback | minimusiker.de;Ein Vogel wollte Hochzeit machen, in dem grünen Walde ...🌸Frühlingslieder für Kinder ♥ Jetzt Playback im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Die-Vogelhochzeit/p/253644407;253644407
Die Vogelhochzeit;054s-0190;Song;"<p>Eines der wohl bekanntesten Volksliedern. Es heiraten natürlich Drossel und Amsel und viele andere Vögel sind  bei der Feierlichkeit eingebunden. Kennst du sie alle?
</p><ul>
	<li><em>Tonart: F-Dur</em></li>
	<li><em>Stimmumfang: e1 - c2</em></li>
	<li><em>Level: einfach</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-2. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/vogelhochzeit.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Tiere, Vögel, Hochzeit, Amsel, Drossel
</p>";Material für deinen Musikunterricht / Songs;Musik für Zuhause / Songs;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1770486505.jpg;;;;1.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Die Vogelhochzeit |🎵Kinderlied | minimusiker.de;Ein Vogel wollte Hochzeit machen, in dem grünen Walde ♥ Musik für Kinder ♥ Jetzt MP3 im Minimusiker Shop runterladen und kräftig mitsingen! ♫;https://minimusiker.de/shop/#!/Die-Vogelhochzeit/p/253644561;253644561
Die Vogelhochzeit;054t-0193;Text;"<p>Eines der wohl bekanntesten Volksliedern. Es heiraten natürlich Drossel und Amsel und viele andere Vögel sind  bei der Feierlichkeit eingebunden. Kennst du sie alle?
</p><ul>
	<li><em>Tonart: F-Dur</em></li>
	<li><em>Stimmumfang: e1 - c2</em></li>
	<li><em>Level: einfach</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-2. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/vogelhochzeit.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Tiere, Vögel, Hochzeit, Amsel, Drossel
</p>";Material für deinen Musikunterricht / Texte;Musik für Zuhause / Songtexte;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1770486516.jpg;;;;0.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Die Vogelhochzeit |📝Text | minimusiker.de;Ein Vogel wollte Hochzeit machen, in dem grünen Walde ... 🌸Frühlingslieder für Kinder ♥ Jetzt kostenlose Texte im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Die-Vogelhochzeit/p/253644697;253644697
Dracula Rock;048pb-0111;Playback;"<p>„Wer hat Angst vor Dracula?“ Bei diesem Lied sicher niemand, denn der liebenswerte Dracula tanzt die ganze Nacht durch Rock ’n’ Roll und steckt uns mit seiner Leidenschaft und guten Laune an.
</p><ul>
	<li><em>Tonart: D-Dur</em></li>
	<li><em>Stimmumfang: a - a1</em></li>
	<li><em>Level: geübte Sänger*innen</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-4. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.minimusiker.de/audio/dracularock.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>gruselig, Dracula, Angst, Mitternacht, Rock'n Roll, Nacht, Mondenschein</p>";Material für deinen Musikunterricht / Playbacks;Musik für Zuhause / Playbacks;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/2321297653.jpg;;;;4.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Dracula Rock |🎤Playback | minimusiker.de;Wer hat Angst vor Dracula, wenn er erwacht um Mitternacht? 🎵Musik für Kinder ♥ Jetzt Playback im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Dracula-Rock/p/253644386;253644386
Dracula Rock;048s-0110;Song;"<p>„Wer hat Angst vor Dracula?“ Bei diesem Lied sicher niemand, denn der liebenswerte Dracula tanzt die ganze Nacht durch Rock ’n’ Roll und steckt uns mit seiner Leidenschaft und guten Laune an.</p><ul>
	<li><em>Tonart: D-Dur</em></li>
	<li><em>Stimmumfang: a - a1</em></li>
	<li><em>Level: geübte Sänger*innen</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-4. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/dracularock.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>gruselig, Dracula, Angst, Mitternacht, Rock'n Roll, Nacht, Mondenschein</p>";Material für deinen Musikunterricht / Songs;Musik für Zuhause / Songs;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/2321309606.jpg;;;;1.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Dracula Rock |🎵Kinderlied | minimusiker.de;bei Nacht im Schischaschubidu Mondenschein ♥ Musik für Kinder ♥ Jetzt MP3 im Minimusiker Shop runterladen und kräftig mitsingen! ♫;https://minimusiker.de/shop/#!/Dracula-Rock/p/253644541;253644541
Du bist der Weihnachtsmann;049pb-0259;Playback;"<p>Ob seine Identität noch lange geheim bleibt ist ungewiss. Trotzdem kennt ihn jeder, den Weihnachtsmann. Dieses schöne Lied wird gern in Kindergarten und Grundschule gesungen. Eine kleine Heruasforderung sind die Rap-Strophen. Mit ein bisschen Übung sind diese aber schnell erlernt und machen richtig Spaß.
</p><ul>
	<li><em>Tonart: A-Dur</em></li>
	<li><em>Stimmumfang: e1 - a2</em></li>
	<li><em>Level: einfach</em></li>
<li><em>Geeignet für: Kindergarten & </em><em>1.- 4. Grundschulklasse</em></li>
</ul><h5>Stichworte</h5><p>Weihnachten, Rap, Weihnachtsmann, Geschenke, Feier, huckepack
</p>";Material für deinen Musikunterricht / Playbacks;Musik für Zuhause / Playbacks;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/2510683428.jpg;;;;4.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Du bist der Weihnachtsmann |🎤Playback | minimusiker.de;hast Geschenke in nem Sack den trägst du Huckepack🎄Weihnachtslieder für Kinder ♥ Jetzt Playback im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Du-bist-der-Weihnachtsmann/p/253644424;253644424
Du bist der Weihnachtsmann;049s-0258;Song;"<p>Ob seine Identität noch lange geheim bleibt ist ungewiss. Trotzdem kennt ihn jeder, den Weihnachtsmann. Dieses schöne Lied wird gern in Kindergarten und Grundschule gesungen. Eine kleine Heruasforderung sind die Rap-Strophen. Mit ein bisschen Übung sind diese aber schnell erlernt und machen richtig Spaß.
</p><ul>
	<li><em>Tonart: A-Dur</em></li>
	<li><em>Stimmumfang: e1 - a2</em></li>
	<li><em>Level: einfach</em></li>
<li><em>Geeignet für: Kindergarten & </em><em>1.- 4. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/dubistderweihnachtsmann.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Weihnachten, Rap, Weihnachtsmann, Geschenke, Feier, huckepack
</p>";Material für deinen Musikunterricht / Songs;Musik für Zuhause / Songs;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/2510682945.jpg;;;;1.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Du bist der Weihnachtsmann |🎄Kinderlied | minimusiker.de;Geschenke in nem Sack, den trägst du Huckepack ♥ Weihnachtslieder für Kinder ♥ Jetzt MP3 im Minimusiker Shop runterladen und kräftig mitsingen! ♫;https://minimusiker.de/shop/#!/Du-bist-der-Weihnachtsmann/p/253644578;253644578
Du bist für mich;221s-0790;Song;"<p ""="""">Du bist mein Lieblingsmensch. Diesen Song haben wir für dich geschrieben. </p><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/dubistfuermich.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p ""="""">Du, Ich, Herz, Lieblingsmensch, Welt</p>";Musik für Zuhause / Songs;;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/2907061865.jpg;NEU!!!;#7091DA;;1.0;;;no;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Du bist für mich |🎵Kinderlied | minimusiker.de;eine bunte Blumenwiese ...♥ Musik für Kinder ♥ Lieder für dich 2 ♥ Jetzt MP3 im Minimusiker Shop runterladen und kräftig mitsingen! ♫;https://minimusiker.de/shop/#!/Du-bist-fur-mich/p/439668007;439668007
Du bist für mich;221t-0793;Text;"<p>Du bist mein Lieblingsmensch. Diesen Song haben wir für dich geschrieben. <br></p><ul>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/dubistfuermich.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Du, Ich, Herz, Lieblingsmensch, Welt<br></p>";Musik für Zuhause / Songtexte;;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/2907198571.jpg;NEU!!!;#7091DA;;0.0;;;no;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Du bist für mich |📝Text | minimusiker.de;eine bunte Blumenwiese ... 🎵Musik für Kinder ♥ Jetzt kostenlose Texte im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Du-bist-fur-mich/p/439672835;439672835
Du hast n Freund in mir;050pb-0475;Playback;;Material für deinen Musikunterricht / Playbacks;Musik für Zuhause / Playbacks;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1770533772.jpg;;;;4.0;;;no;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Du hast'n Freund in mir |🎤Playback | minimusiker.de;... wenn's draußen kalt und gefährlich ist ...🎵Musik für Kinder ♥ Jetzt Playback im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Du-hast-n-Freund-in-mir/p/253644477;253644477
Du hast n Freund in mir;050s-0474;Song;;Material für deinen Musikunterricht / Songs;Musik für Zuhause / Songs;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1770536635.jpg;;;;1.0;;;no;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Du hast n Freund in mir |🎵Kinderlied | minimusiker.de ;Vergiss nie, dass du nicht alleine bist, denn du hast'n Freund in mir ♥ Musik für Kinder ♥ Jetzt MP3 im Minimusiker Shop runterladen und kräftig mitsingen! ♫;https://minimusiker.de/shop/#!/Du-hast-n-Freund-in-mir/p/253644631;253644631
Du hast'n Freund in mir;050t-0477;Text;;Material für deinen Musikunterricht / Texte;Musik für Zuhause / Songtexte;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1770531994.jpg;;;;0.0;;;no;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Du hast'n Freund in mir |📝Text | minimusiker.de;... vergiss nie, dass du nicht alleine bist ...🎵Musik für Kinder ♥ Jetzt kostenlose Texte im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Du-hastn-Freund-in-mir/p/253644767;253644767
Durch die Straßen auf und nieder;051pb-0279;Playback;"<p>Bald kommt die Laternenzeit und da darf dieser Klassiker natürlich nicht fehlen. Ein ruhiges Lied mit einer schönen Stimmung und gleichmäßigem Rhythmus. Da leuchten Laternen und Kinderaugen gleichermaßen.
</p><ul>
	<li><em>Tonart: F-Dur</em></li>
	<li><em>Stimmumfang: f1 - d2</em></li>
	<li><em>Level: einfach</em></li>
<li><em>Geeignet für: Kindergarten & </em><em>1.- 4. Grundschulklasse</em></li>
</ul><h5>Stichworte</h5><p>Laternenlied, Laterne, Feier, durch die Straßen, leuchten, Klassiker
</p>";Material für deinen Musikunterricht / Playbacks;Musik für Zuhause / Playbacks;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/2510683445.jpg;;;;4.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Durch die Straßen auf und nieder |🎤Playback | minimusiker.de;Leuchten die Laternen wieder. Rote, gelbe, grüne, bl...🍁Herbstlieder für Kinder ♥ Jetzt Playback im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Durch-die-Strassen-auf-und-nieder/p/253644429;253644429
Durch die Straßen auf und nieder;051s-0278;Song;"<p>Bald kommt die Laternenzeit und da darf dieser Klassiker natürlich nicht fehlen. Ein ruhiges Lied mit einer schönen Stimmung und gleichmäßigem Rhythmus. Da leuchten Laternen und Kinderaugen gleichermaßen.
</p><ul>
	<li><em>Tonart: F-Dur</em></li>
	<li><em>Stimmumfang: f1 - d2</em></li>
	<li><em>Level: einfach</em></li>
<li><em>Geeignet für: Kindergarten & </em><em>1.- 4. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/durchdiestraßen.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Laternenlied, Laterne, Feier, durch die Straßen, leuchten, Klassiker
</p>";Material für deinen Musikunterricht / Songs;Musik für Zuhause / Songs;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/2510686630.jpg;;;;1.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Durch die Straßen auf und nieder |🍁Kinderlied | minimusiker.de;Rote, gelbe, grüne, blaue, lieber Martin, komm und schaue! ♥ Herbstlieder für Kinder ♥ Jetzt MP3 im Minimusiker Shop runterladen und kräftig mitsingen! ♫;https://minimusiker.de/shop/#!/Durch-die-Strassen-auf-und-nieder/p/253644583;253644583
Eine Seefahrt die ist lustig;056n-0172;Noten;"<p>Das alte Seemannslied entstand vermutlich um die Jahrhundertwende 1900 und ist im Laufe der Zeit mit vielen weiteren und vor allem lustigen Strophen ergänzt worden. Taucht in eurer Fantasie in die Welt der Seefahrt ein, hört die Möwen, riecht das Salzwasser und habt gemeinsam jede Menge Spaß auf eurem Schiff
</p><ul>
	<li><em>Tonart: G-Dur</em></li>
	<li><em>Stimmumfang: b - d2</em></li>
	<li><em>Level: geübte Sänger*innen</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-4. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/seefahrt.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Seefahrt, Schiff, Kapitän, Meer, Boot, Salzwasser, alle Mann an Deck
</p>";Material für deinen Musikunterricht / Noten+;;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1770623222.jpg;;;;2.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Eine Seefahrt die ist lustig |🎼Noten | minimusiker.de;Hollahia, hia, hia, hollaho ...🎵Musik für Kinder ♥ Jetzt Noten im Minimusiker Shop runterladen und selber musizieren! ♫;https://minimusiker.de/shop/#!/Eine-Seefahrt-die-ist-lustig/p/253644265;253644265
Eine Seefahrt die ist lustig;056pb-0171;Playback;"<p>Das alte Seemannslied entstand vermutlich um die Jahrhundertwende 1900 und ist im Laufe der Zeit mit vielen weiteren und vor allem lustigen Strophen ergänzt worden. Taucht in eurer Fantasie in die Welt der Seefahrt ein, hört die Möwen, riecht das Salzwasser und habt gemeinsam jede Menge Spaß auf eurem Schiff
</p><ul>
	<li><em>Tonart: G-Dur</em></li>
	<li><em>Stimmumfang: b - d2</em></li>
	<li><em>Level: geübte Sänger*innen</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-4. Grundschulklasse</em></li>
</ul><h5>Stichworte</h5><p>Seefahrt, Schiff, Kapitän, Meer, Boot, Salzwasser, alle Mann an Deck</p>";Material für deinen Musikunterricht / Playbacks;Musik für Zuhause / Playbacks;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1770605950.jpg;;;;4.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Eine Seefahrt die ist lustig |🎤Playback | minimusiker.de;... eine Seefahrt die ist schön ...🎵Musik für Kinder ♥ Jetzt Playback im Minimusiker Shop runterladen und selber mitsingen! ♫;https://minimusiker.de/shop/#!/Eine-Seefahrt-die-ist-lustig/p/253644401;253644401
Eine Seefahrt die ist lustig;056s-0170;Song;"<p>Das alte Seemannslied entstand vermutlich um die Jahrhundertwende 1900 und ist im Laufe der Zeit mit vielen weiteren und vor allem lustigen Strophen ergänzt worden. Taucht in eurer Fantasie in die Welt der Seefahrt ein, hört die Möwen, riecht das Salzwasser und habt gemeinsam jede Menge Spaß auf eurem Schiff
</p><ul>
	<li><em>Tonart: G-Dur</em></li>
	<li><em>Stimmumfang: b - d2</em></li>
	<li><em>Level: geübte Sänger*innen</em></li>
	<li><em>Geeignet für: Kindergarten, 1.-4. Grundschulklasse</em></li>
</ul><h5>Hörprobe</h5><p><audio controls="""" preload=""metadata"" rel=""width:100%;"" style=""width: 100%;"">
	<source src=""https://www.hoerthin.de/audiovorschau/seefahrt.mp3"" type=""audio/mpeg"">
	</audio>
</p><h5>Stichworte</h5><p>Seefahrt, Schiff, Kapitän, Meer, Boot, Salzwasser, alle Mann an Deck
</p>";Material für deinen Musikunterricht / Songs;Musik für Zuhause / Songs;;https://d2j6dbq0eux0bg.cloudfront.net/images/39150140/1770626725.jpg;;;;1.0;;;yes;default;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;Eine Seefahrt die ist lustig |🎵Kinderlied | minimusiker.de;Eine Seefahrt, die ist schön...Hollahi hollaho hollahia ♥ Musik für Kinder ♥ Jetzt MP3 im Minimusiker Shop runterladen und kräftig mitsingen! ♫;https://minimusiker.de/shop/#!/Eine-Seefahrt-die-ist-lustig/p/253644556;253644556
